transaction_id,transaction_date,customer_id,product_id,branch_id,channel,quantity,unit_price,discount_percentage,gross_revenue,net_revenue,cost,gross_margin,payment_status
T103918,2023-08-23,C1027,P108,BR-East,Branch,1,159.08,5,159.08,151.13,110.17,40.96,Overdue
T103919,2023-08-23,C1049,P102,BR-East,Branch,3,86.45,20,259.35,207.48,249.54,-42.06,Overdue
T103920,2023-08-23,C1092,P121,BR-Central,Branch,2,26.85,15,53.7,45.64,31.0,14.64,Paid
T103921,2023-08-23,C1030,P121,BR-South,Dealer,1,26.85,15,26.85,22.82,15.5,7.32,Paid
T103922,2023-08-23,C1053,P101,BR-East,Online,1,368.68,5,368.68,350.25,247.16,103.09,Paid
T103923,2023-08-23,C1118,P108,BR-West,Online,1,159.08,10,159.08,143.17,110.17,33.0,Paid
T103924,2023-08-23,C1017,P127,BR-South,Online,3,302.97,15,908.91,772.57,839.76,-67.19,Pending
T103925,2023-08-23,C1115,P101,BR-East,Dealer,4,368.68,15,1474.72,1253.51,988.64,264.87,Overdue
T103926,2023-08-23,C1062,P129,BR-Central,Branch,2,32.16,15,64.32,54.67,48.4,6.27,Paid
T103927,2023-08-23,C1057,P119,BR-South,Dealer,2,345.27,25,690.54,517.9,495.78,22.12,Pending
T103928,2023-08-23,C1007,P114,BR-North,Online,3,300.28,10,900.84,810.76,753.15,57.61,Overdue
T103929,2023-08-23,C1117,P111,BR-West,Dealer,2,153.15,10,306.3,275.67,226.7,48.97,Paid
T103930,2023-08-23,C1019,P118,BR-Central,Direct Sales,2,159.26,5,318.52,302.59,261.4,41.19,Paid
T103931,2023-08-24,C1042,P100,BR-East,Dealer,2,193.52,20,387.04,309.63,218.6,91.03,Paid
T103932,2023-08-24,C1107,P117,BR-South,Online,3,483.16,15,1449.48,1232.06,880.53,351.53,Paid
T103933,2023-08-24,C1008,P104,BR-Central,Dealer,1,304.55,5,304.55,289.32,194.17,95.15,Paid
T103934,2023-08-24,C1082,P100,BR-East,Direct Sales,1,193.52,5,193.52,183.84,109.3,74.54,Paid
T103935,2023-08-24,C1009,P107,BR-South,Branch,5,99.09,10,495.45,445.9,476.05,-30.15,Pending
T103936,2023-08-24,C1032,P116,BR-South,Dealer,1,41.88,10,41.88,37.69,23.68,14.01,Pending
T103937,2023-08-24,C1110,P129,BR-North,Branch,3,32.16,10,96.48,86.83,72.6,14.23,Overdue
T103938,2023-08-24,C1111,P101,BR-North,Online,1,368.68,10,368.68,331.81,247.16,84.65,Paid
T103939,2023-08-24,C1071,P115,BR-West,Online,1,307.7,5,307.7,292.32,295.85,-3.53,Paid
T103940,2023-08-24,C1066,P127,BR-East,Online,1,302.97,15,302.97,257.52,279.92,-22.4,Paid
T103941,2023-08-24,C1001,P126,BR-North,Online,3,470.35,20,1411.05,1128.84,820.59,308.25,Paid
T103942,2023-08-24,C1029,P121,BR-South,Dealer,1,26.85,15,26.85,22.82,15.5,7.32,Overdue
T103943,2023-08-24,C1031,P128,BR-South,Dealer,2,53.36,15,106.72,90.71,84.44,6.27,Paid
T103944,2023-08-24,C1061,P126,BR-North,Partner,1,470.35,25,470.35,352.76,273.53,79.23,Paid
T103945,2023-08-24,C1052,P100,BR-Central,Partner,1,193.52,15,193.52,164.49,109.3,55.19,Paid
T103946,2023-08-24,C1082,P102,BR-North,Branch,1,86.45,5,86.45,82.13,83.18,-1.05,Paid
T103947,2023-08-24,C1057,P118,BR-Central,Dealer,1,159.26,15,159.26,135.37,130.7,4.67,Pending
T103948,2023-08-24,C1112,P115,BR-Central,Dealer,4,307.7,15,1230.8,1046.18,1183.4,-137.22,Pending
T103949,2023-08-25,C1001,P125,BR-East,Branch,5,485.1,10,2425.5,2182.95,1497.65,685.3,Overdue
T103950,2023-08-25,C1085,P125,BR-North,Dealer,2,485.1,10,970.2,873.18,599.06,274.12,Paid
T103951,2023-08-25,C1026,P118,BR-South,Partner,2,159.26,15,318.52,270.74,261.4,9.34,Paid
T103952,2023-08-25,C1063,P100,BR-South,Online,5,193.52,25,967.6,725.7,546.5,179.2,Paid
T103953,2023-08-25,C1042,P116,BR-East,Dealer,3,41.88,15,125.64,106.79,71.04,35.75,Paid
T103954,2023-08-25,C1104,P122,BR-North,Dealer,1,136.8,15,136.8,116.28,128.16,-11.88,Paid
T103955,2023-08-25,C1003,P128,BR-North,Dealer,3,53.36,10,160.08,144.07,126.66,17.41,Paid
T103956,2023-08-25,C1090,P119,BR-West,Online,1,345.27,30,345.27,241.69,247.89,-6.2,Paid
T103957,2023-08-25,C1118,P120,BR-West,Online,1,69.8,5,69.8,66.31,48.96,17.35,Paid
T103958,2023-08-25,C1037,P122,BR-South,Online,1,136.8,10,136.8,123.12,128.16,-5.04,Pending
T103959,2023-08-25,C1107,P120,BR-Central,Direct Sales,2,69.8,5,139.6,132.62,97.92,34.7,Paid
T103960,2023-08-25,C1103,P103,BR-South,Partner,1,38.46,10,38.46,34.61,22.7,11.91,Paid
T103961,2023-08-25,C1107,P124,BR-East,Branch,3,277.89,15,833.67,708.62,662.4,46.22,Paid
T103962,2023-08-25,C1053,P117,BR-South,Branch,2,483.16,5,966.32,918.0,587.02,330.98,Paid
T103963,2023-08-25,C1062,P104,BR-Central,Branch,1,304.55,20,304.55,243.64,194.17,49.47,Pending
T103964,2023-08-25,C1040,P129,BR-East,Branch,1,32.16,15,32.16,27.34,24.2,3.14,Paid
T103965,2023-08-25,C1083,P101,BR-North,Online,4,368.68,5,1474.72,1400.98,988.64,412.34,Pending
T103966,2023-08-25,C1090,P114,BR-South,Direct Sales,1,300.28,25,300.28,225.21,251.05,-25.84,Paid
T103967,2023-08-25,C1068,P120,BR-North,Online,3,69.8,10,209.4,188.46,146.88,41.58,Paid
T103968,2023-08-26,C1073,P110,BR-South,Branch,1,309.81,15,309.81,263.34,250.37,12.97,Paid
T103969,2023-08-26,C1108,P114,BR-North,Online,1,300.28,5,300.28,285.27,251.05,34.22,Paid
T103970,2023-08-26,C1014,P102,BR-North,Online,2,86.45,10,172.9,155.61,166.36,-10.75,Partially Paid
T103971,2023-08-26,C1048,P127,BR-North,Online,3,302.97,5,908.91,863.46,839.76,23.7,Paid
T103972,2023-08-26,C1027,P111,BR-West,Dealer,1,153.15,15,153.15,130.18,113.35,16.83,Overdue
T103973,2023-08-26,C1062,P126,BR-West,Online,3,470.35,10,1411.05,1269.94,820.59,449.35,Paid
T103974,2023-08-26,C1054,P126,BR-North,Dealer,1,470.35,15,470.35,399.8,273.53,126.27,Paid
T103975,2023-08-26,C1003,P125,BR-Central,Online,1,485.1,5,485.1,460.84,299.53,161.31,Overdue
T103976,2023-08-26,C1102,P111,BR-East,Dealer,1,153.15,20,153.15,122.52,113.35,9.17,Overdue
T103977,2023-08-26,C1061,P124,BR-North,Online,1,277.89,15,277.89,236.21,220.8,15.41,Paid
T103978,2023-08-26,C1001,P107,BR-Central,Online,2,99.09,20,198.18,158.54,190.42,-31.88,Paid
T103979,2023-08-26,C1096,P121,BR-Central,Branch,4,26.85,20,107.4,85.92,62.0,23.92,Paid
T103980,2023-08-26,C1076,P116,BR-East,Direct Sales,1,41.88,20,41.88,33.5,23.68,9.82,Paid
T103981,2023-08-26,C1061,P115,BR-East,Partner,1,307.7,10,307.7,276.93,295.85,-18.92,Paid
T103982,2023-08-26,C1062,P114,BR-East,Online,1,300.28,10,300.28,270.25,251.05,19.2,Paid
T103983,2023-08-27,C1002,P101,BR-West,Direct Sales,5,368.68,10,1843.4,1659.06,1235.8,423.26,Paid
T103984,2023-08-27,C1096,P111,BR-West,Online,2,153.15,10,306.3,275.67,226.7,48.97,Pending
T103985,2023-08-27,C1098,P113,BR-Central,Online,5,107.84,20,539.2,431.36,375.15,56.21,Paid
T103986,2023-08-27,C1081,P128,BR-East,Dealer,2,53.36,10,106.72,96.05,84.44,11.61,Overdue
T103987,2023-08-27,C1025,P119,BR-West,Online,2,345.27,25,690.54,517.9,495.78,22.12,Paid
T103988,2023-08-27,C1017,P115,BR-South,Direct Sales,1,307.7,10,307.7,276.93,295.85,-18.92,Paid
T103989,2023-08-27,C1091,P110,BR-South,Online,1,309.81,25,309.81,232.36,250.37,-18.01,Paid
T103990,2023-08-27,C1052,P114,BR-North,Partner,1,300.28,10,300.28,270.25,251.05,19.2,Overdue
T103991,2023-08-27,C1033,P108,BR-East,Online,2,159.08,20,318.16,254.53,220.34,34.19,Paid
T103992,2023-08-27,C1011,P104,BR-East,Online,4,304.55,10,1218.2,1096.38,776.68,319.7,Paid
T103993,2023-08-27,C1063,P102,BR-North,Dealer,1,86.45,25,86.45,64.84,83.18,-18.34,Partially Paid
T103994,2023-08-27,C1093,P115,BR-South,Online,1,307.7,20,307.7,246.16,295.85,-49.69,Paid
T103995,2023-08-27,C1069,P111,BR-South,Dealer,2,153.15,25,306.3,229.73,226.7,3.03,Partially Paid
T103996,2023-08-27,C1067,P115,BR-North,Online,3,307.7,20,923.1,738.48,887.55,-149.07,Paid
T103997,2023-08-27,C1077,P127,BR-West,Branch,1,302.97,5,302.97,287.82,279.92,7.9,Paid
T103998,2023-08-27,C1110,P122,BR-West,Online,2,136.8,10,273.6,246.24,256.32,-10.08,Pending
T103999,2023-08-27,C1103,P101,BR-North,Online,3,368.68,10,1106.04,995.44,741.48,253.96,Paid
T104000,2023-08-27,C1062,P123,BR-East,Direct Sales,1,162.74,15,162.74,138.33,112.94,25.39,Paid
T104001,2023-08-28,C1027,P102,BR-West,Online,1,86.45,10,86.45,77.81,83.18,-5.37,Paid
T104002,2023-08-28,C1081,P127,BR-Central,Partner,4,302.97,5,1211.88,1151.29,1119.68,31.61,Paid
T104003,2023-08-28,C1102,P126,BR-East,Dealer,3,470.35,15,1411.05,1199.39,820.59,378.8,Paid
T104004,2023-08-28,C1011,P110,BR-Central,Online,2,309.81,15,619.62,526.68,500.74,25.94,Paid
T104005,2023-08-28,C1025,P116,BR-Central,Online,3,41.88,20,125.64,100.51,71.04,29.47,Paid
T104006,2023-08-28,C1091,P101,BR-South,Direct Sales,5,368.68,10,1843.4,1659.06,1235.8,423.26,Paid
T104007,2023-08-28,C1091,P111,BR-West,Direct Sales,1,153.15,5,153.15,145.49,113.35,32.14,Paid
T104008,2023-08-28,C1098,P119,BR-East,Online,1,345.27,25,345.27,258.95,247.89,11.06,Paid
T104009,2023-08-28,C1024,P120,BR-South,Branch,4,69.8,10,279.2,251.28,195.84,55.44,Pending
T104010,2023-08-28,C1099,P104,BR-West,Dealer,1,304.55,10,304.55,274.1,194.17,79.93,Overdue
T104011,2023-08-28,C1072,P126,BR-West,Dealer,2,470.35,5,940.7,893.66,547.06,346.6,Paid
T104012,2023-08-28,C1071,P107,BR-Central,Online,1,99.09,5,99.09,94.14,95.21,-1.07,Paid
T104013,2023-08-28,C1023,P113,BR-North,Online,2,107.84,10,215.68,194.11,150.06,44.05,Paid
T104014,2023-08-28,C1108,P114,BR-Central,Branch,1,300.28,15,300.28,255.24,251.05,4.19,Paid
T104015,2023-08-29,C1094,P110,BR-North,Branch,1,309.81,10,309.81,278.83,250.37,28.46,Paid
T104016,2023-08-29,C1006,P111,BR-East,Branch,5,153.15,10,765.75,689.18,566.75,122.43,Paid
T104017,2023-08-29,C1006,P110,BR-North,Online,1,309.81,15,309.81,263.34,250.37,12.97,Paid
T104018,2023-08-29,C1037,P114,BR-South,Online,5,300.28,5,1501.4,1426.33,1255.25,171.08,Paid
T104019,2023-08-29,C1088,P108,BR-East,Direct Sales,3,159.08,20,477.24,381.79,330.51,51.28,Paid
T104020,2023-08-29,C1046,P101,BR-West,Branch,1,368.68,5,368.68,350.25,247.16,103.09,Pending
T104021,2023-08-29,C1104,P119,BR-North,Online,2,345.27,30,690.54,483.38,495.78,-12.4,Paid
T104022,2023-08-29,C1086,P121,BR-West,Branch,1,26.85,15,26.85,22.82,15.5,7.32,Paid
T104023,2023-08-29,C1041,P102,BR-North,Direct Sales,1,86.45,25,86.45,64.84,83.18,-18.34,Paid
T104024,2023-08-29,C1109,P129,BR-West,Branch,1,32.16,10,32.16,28.94,24.2,4.74,Paid
T104025,2023-08-29,C1119,P113,BR-Central,Direct Sales,1,107.84,10,107.84,97.06,75.03,22.03,Paid
T104026,2023-08-29,C1033,P112,BR-East,Online,1,233.47,20,233.47,186.78,143.45,43.33,Overdue
T104027,2023-08-29,C1108,P124,BR-South,Online,4,277.89,10,1111.56,1000.4,883.2,117.2,Paid
T104028,2023-08-29,C1074,P114,BR-West,Branch,1,300.28,15,300.28,255.24,251.05,4.19,Paid
T104029,2023-08-29,C1047,P116,BR-North,Online,4,41.88,10,167.52,150.77,94.72,56.05,Pending
T104030,2023-08-29,C1018,P118,BR-East,Branch,1,159.26,10,159.26,143.33,130.7,12.63,Paid
T104031,2023-08-29,C1107,P110,BR-South,Online,1,309.81,10,309.81,278.83,250.37,28.46,Paid
T104032,2023-08-29,C1033,P112,BR-South,Branch,1,233.47,20,233.47,186.78,143.45,43.33,Pending
T104033,2023-08-29,C1056,P122,BR-West,Dealer,5,136.8,25,684.0,513.0,640.8,-127.8,Partially Paid
T104034,2023-08-29,C1055,P101,BR-West,Partner,3,368.68,5,1106.04,1050.74,741.48,309.26,Paid
T104035,2023-08-29,C1061,P120,BR-South,Dealer,1,69.8,15,69.8,59.33,48.96,10.37,Paid
T104036,2023-08-29,C1046,P129,BR-West,Dealer,2,32.16,10,64.32,57.89,48.4,9.49,Paid
T104037,2023-08-30,C1097,P127,BR-West,Dealer,1,302.97,20,302.97,242.38,279.92,-37.54,Paid
T104038,2023-08-30,C1049,P107,BR-Central,Online,2,99.09,10,198.18,178.36,190.42,-12.06,Paid
T104039,2023-08-30,C1070,P108,BR-North,Online,1,159.08,15,159.08,135.22,110.17,25.05,Paid
T104040,2023-08-30,C1003,P107,BR-South,Online,1,99.09,10,99.09,89.18,95.21,-6.03,Pending
T104041,2023-08-30,C1091,P111,BR-East,Online,1,153.15,15,153.15,130.18,113.35,16.83,Paid
T104042,2023-08-30,C1064,P103,BR-North,Branch,1,38.46,10,38.46,34.61,22.7,11.91,Overdue
T104043,2023-08-30,C1092,P128,BR-North,Online,1,53.36,15,53.36,45.36,42.22,3.14,Paid
T104044,2023-08-30,C1021,P110,BR-North,Online,1,309.81,5,309.81,294.32,250.37,43.95,Paid
T104045,2023-08-30,C1029,P112,BR-North,Online,2,233.47,20,466.94,373.55,286.9,86.65,Paid
T104046,2023-08-30,C1033,P109,BR-North,Partner,5,221.65,25,1108.25,831.19,845.2,-14.01,Paid
T104047,2023-08-30,C1062,P125,BR-East,Direct Sales,4,485.1,15,1940.4,1649.34,1198.12,451.22,Paid
T104048,2023-08-30,C1014,P121,BR-West,Online,1,26.85,5,26.85,25.51,15.5,10.01,Overdue
T104049,2023-08-30,C1046,P100,BR-North,Branch,1,193.52,5,193.52,183.84,109.3,74.54,Paid
T104050,2023-08-30,C1025,P117,BR-North,Partner,3,483.16,15,1449.48,1232.06,880.53,351.53,Paid
T104051,2023-08-30,C1082,P110,BR-East,Branch,3,309.81,10,929.43,836.49,751.11,85.38,Paid
T104052,2023-08-30,C1033,P125,BR-West,Online,2,485.1,15,970.2,824.67,599.06,225.61,Overdue
T104053,2023-08-31,C1059,P112,BR-East,Online,1,233.47,10,233.47,210.12,143.45,66.67,Paid
T104054,2023-08-31,C1006,P112,BR-North,Branch,2,233.47,25,466.94,350.2,286.9,63.3,Paid
T104055,2023-08-31,C1025,P125,BR-Central,Branch,1,485.1,10,485.1,436.59,299.53,137.06,Paid
T104056,2023-08-31,C1113,P115,BR-Central,Direct Sales,1,307.7,5,307.7,292.32,295.85,-3.53,Paid
T104057,2023-08-31,C1036,P107,BR-North,Dealer,2,99.09,15,198.18,168.45,190.42,-21.97,Paid
T104058,2023-08-31,C1096,P121,BR-North,Dealer,4,26.85,25,107.4,80.55,62.0,18.55,Paid
T104059,2023-08-31,C1021,P119,BR-South,Online,3,345.27,15,1035.81,880.44,743.67,136.77,Paid
T104060,2023-08-31,C1003,P105,BR-South,Online,1,20.09,30,20.09,14.06,11.23,2.83,Paid
T104061,2023-08-31,C1067,P113,BR-North,Online,1,107.84,10,107.84,97.06,75.03,22.03,Paid
T104062,2023-08-31,C1021,P120,BR-North,Branch,1,69.8,10,69.8,62.82,48.96,13.86,Paid
T104063,2023-08-31,C1059,P119,BR-Central,Branch,2,345.27,30,690.54,483.38,495.78,-12.4,Paid
T104064,2023-08-31,C1105,P119,BR-West,Branch,1,345.27,20,345.27,276.22,247.89,28.33,Pending
T104065,2023-08-31,C1104,P101,BR-South,Branch,3,368.68,15,1106.04,940.13,741.48,198.65,Paid
T104066,2023-08-31,C1095,P101,BR-West,Online,2,368.68,10,737.36,663.62,494.32,169.3,Paid
T104067,2023-08-31,C1052,P110,BR-Central,Direct Sales,1,309.81,15,309.81,263.34,250.37,12.97,Paid
T104068,2023-08-31,C1050,P114,BR-South,Partner,1,300.28,20,300.28,240.22,251.05,-10.83,Overdue
T104069,2023-09-01,C1082,P121,BR-South,Direct Sales,4,26.85,0,107.4,107.4,62.0,45.4,Paid
T104070,2023-09-01,C1098,P123,BR-West,Direct Sales,1,162.74,10,162.74,146.47,112.94,33.53,Paid
T104071,2023-09-01,C1101,P101,BR-South,Online,1,368.68,5,368.68,350.25,247.16,103.09,Paid
T104072,2023-09-01,C1062,P107,BR-West,Online,1,99.09,15,99.09,84.23,95.21,-10.98,Paid
T104073,2023-09-01,C1003,P106,BR-West,Online,2,417.9,0,835.8,835.8,657.18,178.62,Paid
T104074,2023-09-01,C1059,P108,BR-East,Direct Sales,2,159.08,0,318.16,318.16,220.34,97.82,Paid
T104075,2023-09-01,C1003,P102,BR-North,Branch,2,86.45,0,172.9,172.9,166.36,6.54,Paid
T104076,2023-09-01,C1008,P108,BR-South,Online,1,159.08,0,159.08,159.08,110.17,48.91,Paid
T104077,2023-09-01,C1061,P112,BR-West,Direct Sales,3,233.47,5,700.41,665.39,430.35,235.04,Paid
T104078,2023-09-01,C1102,P116,BR-West,Online,3,41.88,0,125.64,125.64,71.04,54.6,Paid
T104079,2023-09-01,C1056,P125,BR-West,Online,1,485.1,0,485.1,485.1,299.53,185.57,Paid
T104080,2023-09-01,C1078,P108,BR-West,Online,1,159.08,0,159.08,159.08,110.17,48.91,Paid
T104081,2023-09-01,C1026,P112,BR-North,Online,1,233.47,0,233.47,233.47,143.45,90.02,Partially Paid
T104082,2023-09-01,C1102,P111,BR-West,Online,1,153.15,5,153.15,145.49,113.35,32.14,Overdue
T104083,2023-09-01,C1094,P116,BR-Central,Online,1,41.88,0,41.88,41.88,23.68,18.2,Pending
T104084,2023-09-01,C1025,P104,BR-North,Branch,3,304.55,5,913.65,867.97,582.51,285.46,Paid
T104085,2023-09-01,C1070,P102,BR-South,Branch,1,86.45,0,86.45,86.45,83.18,3.27,Paid
T104086,2023-09-01,C1088,P112,BR-North,Online,1,233.47,20,233.47,186.78,143.45,43.33,Overdue
T104087,2023-09-01,C1055,P103,BR-South,Dealer,5,38.46,0,192.3,192.3,113.5,78.8,Pending
T104088,2023-09-01,C1045,P116,BR-East,Dealer,3,41.88,0,125.64,125.64,71.04,54.6,Pending
T104089,2023-09-01,C1056,P101,BR-West,Online,2,368.68,0,737.36,737.36,494.32,243.04,Overdue
T104090,2023-09-01,C1011,P116,BR-West,Partner,1,41.88,0,41.88,41.88,23.68,18.2,Paid
T104091,2023-09-01,C1016,P116,BR-South,Dealer,1,41.88,0,41.88,41.88,23.68,18.2,Paid
T104092,2023-09-01,C1043,P122,BR-South,Branch,2,136.8,5,273.6,259.92,256.32,3.6,Pending
T104093,2023-09-02,C1027,P111,BR-Central,Online,2,153.15,5,306.3,290.98,226.7,64.28,Paid
T104094,2023-09-02,C1083,P120,BR-Central,Direct Sales,3,69.8,0,209.4,209.4,146.88,62.52,Paid
T104095,2023-09-02,C1060,P128,BR-North,Online,1,53.36,0,53.36,53.36,42.22,11.14,Overdue
T104096,2023-09-02,C1038,P103,BR-South,Direct Sales,1,38.46,10,38.46,34.61,22.7,11.91,Paid
T104097,2023-09-02,C1109,P109,BR-Central,Branch,3,221.65,10,664.95,598.46,507.12,91.34,Paid
T104098,2023-09-02,C1098,P116,BR-West,Dealer,5,41.88,10,209.4,188.46,118.4,70.06,Paid
T104099,2023-09-02,C1045,P102,BR-North,Partner,1,86.45,5,86.45,82.13,83.18,-1.05,Pending
T104100,2023-09-02,C1047,P128,BR-North,Branch,1,53.36,5,53.36,50.69,42.22,8.47,Paid
T104101,2023-09-02,C1114,P102,BR-North,Direct Sales,1,86.45,0,86.45,86.45,83.18,3.27,Overdue
T104102,2023-09-02,C1024,P110,BR-Central,Branch,2,309.81,10,619.62,557.66,500.74,56.92,Pending
T104103,2023-09-02,C1096,P118,BR-Central,Branch,1,159.26,5,159.26,151.3,130.7,20.6,Paid
T104104,2023-09-02,C1096,P111,BR-West,Branch,3,153.15,0,459.45,459.45,340.05,119.4,Pending
T104105,2023-09-02,C1095,P107,BR-North,Online,1,99.09,0,99.09,99.09,95.21,3.88,Pending
T104106,2023-09-02,C1057,P110,BR-North,Branch,1,309.81,0,309.81,309.81,250.37,59.44,Paid
T104107,2023-09-02,C1006,P119,BR-North,Direct Sales,1,345.27,10,345.27,310.74,247.89,62.85,Paid
T104108,2023-09-02,C1001,P101,BR-South,Online,1,368.68,10,368.68,331.81,247.16,84.65,Paid
T104109,2023-09-02,C1092,P115,BR-North,Partner,1,307.7,0,307.7,307.7,295.85,11.85,Paid
T104110,2023-09-02,C1019,P102,BR-East,Dealer,2,86.45,5,172.9,164.26,166.36,-2.1,Paid
T104111,2023-09-02,C1068,P120,BR-West,Branch,1,69.8,0,69.8,69.8,48.96,20.84,Paid
T104112,2023-09-02,C1053,P109,BR-South,Branch,1,221.65,0,221.65,221.65,169.04,52.61,Overdue
T104113,2023-09-02,C1019,P112,BR-North,Online,1,233.47,30,233.47,163.43,143.45,19.98,Paid
T104114,2023-09-02,C1078,P107,BR-West,Branch,4,99.09,5,396.36,376.54,380.84,-4.3,Pending
T104115,2023-09-02,C1052,P104,BR-South,Partner,1,304.55,0,304.55,304.55,194.17,110.38,Partially Paid
T104116,2023-09-02,C1048,P110,BR-South,Partner,1,309.81,0,309.81,309.81,250.37,59.44,Paid
T104117,2023-09-02,C1067,P112,BR-South,Branch,4,233.47,10,933.88,840.49,573.8,266.69,Overdue
T104118,2023-09-02,C1040,P125,BR-West,Branch,2,485.1,10,970.2,873.18,599.06,274.12,Paid
T104119,2023-09-02,C1078,P123,BR-North,Online,1,162.74,5,162.74,154.6,112.94,41.66,Partially Paid
T104120,2023-09-02,C1067,P117,BR-South,Partner,4,483.16,0,1932.64,1932.64,1174.04,758.6,Paid
T104121,2023-09-03,C1051,P129,BR-North,Online,1,32.16,0,32.16,32.16,24.2,7.96,Paid
T104122,2023-09-03,C1086,P111,BR-North,Online,4,153.15,0,612.6,612.6,453.4,159.2,Paid
T104123,2023-09-03,C1020,P122,BR-Central,Direct Sales,1,136.8,5,136.8,129.96,128.16,1.8,Paid
T104124,2023-09-03,C1028,P117,BR-Central,Branch,1,483.16,0,483.16,483.16,293.51,189.65,Paid
T104125,2023-09-03,C1016,P112,BR-West,Online,2,233.47,0,466.94,466.94,286.9,180.04,Overdue
T104126,2023-09-03,C1036,P101,BR-Central,Online,2,368.68,5,737.36,700.49,494.32,206.17,Pending
T104127,2023-09-03,C1000,P125,BR-East,Direct Sales,1,485.1,0,485.1,485.1,299.53,185.57,Paid
T104128,2023-09-03,C1050,P122,BR-West,Online,2,136.8,0,273.6,273.6,256.32,17.28,Paid
T104129,2023-09-03,C1065,P111,BR-South,Partner,1,153.15,0,153.15,153.15,113.35,39.8,Paid
T104130,2023-09-03,C1096,P101,BR-East,Online,2,368.68,15,737.36,626.76,494.32,132.44,Paid
T104131,2023-09-03,C1089,P108,BR-South,Direct Sales,5,159.08,5,795.4,755.63,550.85,204.78,Paid
T104132,2023-09-03,C1008,P119,BR-East,Online,1,345.27,25,345.27,258.95,247.89,11.06,Paid
T104133,2023-09-03,C1000,P113,BR-North,Branch,3,107.84,10,323.52,291.17,225.09,66.08,Paid
T104134,2023-09-03,C1065,P119,BR-North,Online,3,345.27,0,1035.81,1035.81,743.67,292.14,Paid
T104135,2023-09-03,C1100,P126,BR-South,Online,1,470.35,0,470.35,470.35,273.53,196.82,Paid
T104136,2023-09-03,C1000,P110,BR-Central,Online,2,309.81,0,619.62,619.62,500.74,118.88,Paid
T104137,2023-09-03,C1020,P128,BR-East,Online,3,53.36,0,160.08,160.08,126.66,33.42,Paid
T104138,2023-09-03,C1069,P113,BR-West,Branch,2,107.84,0,215.68,215.68,150.06,65.62,Paid
T104139,2023-09-03,C1004,P121,BR-West,Branch,5,26.85,0,134.25,134.25,77.5,56.75,Paid
T104140,2023-09-03,C1052,P106,BR-East,Direct Sales,1,417.9,10,417.9,376.11,328.59,47.52,Paid
T104141,2023-09-03,C1037,P117,BR-Central,Branch,2,483.16,0,966.32,966.32,587.02,379.3,Pending
T104142,2023-09-03,C1006,P103,BR-Central,Branch,2,38.46,15,76.92,65.38,45.4,19.98,Paid
T104143,2023-09-03,C1043,P119,BR-North,Branch,3,345.27,0,1035.81,1035.81,743.67,292.14,Paid
T104144,2023-09-03,C1011,P122,BR-Central,Direct Sales,1,136.8,5,136.8,129.96,128.16,1.8,Paid
T104145,2023-09-04,C1008,P122,BR-West,Branch,1,136.8,15,136.8,116.28,128.16,-11.88,Paid
T104146,2023-09-04,C1081,P117,BR-East,Branch,1,483.16,5,483.16,459.0,293.51,165.49,Pending
T104147,2023-09-04,C1040,P122,BR-South,Branch,2,136.8,5,273.6,259.92,256.32,3.6,Paid
T104148,2023-09-04,C1078,P115,BR-North,Online,1,307.7,0,307.7,307.7,295.85,11.85,Paid
T104149,2023-09-04,C1026,P118,BR-West,Branch,1,159.26,0,159.26,159.26,130.7,28.56,Paid
T104150,2023-09-04,C1039,P110,BR-West,Direct Sales,1,309.81,0,309.81,309.81,250.37,59.44,Paid
T104151,2023-09-04,C1093,P116,BR-Central,Dealer,2,41.88,0,83.76,83.76,47.36,36.4,Paid
T104152,2023-09-04,C1044,P106,BR-East,Dealer,1,417.9,5,417.9,397.0,328.59,68.41,Overdue
T104153,2023-09-04,C1082,P112,BR-South,Direct Sales,1,233.47,20,233.47,186.78,143.45,43.33,Partially Paid
T104154,2023-09-04,C1074,P116,BR-West,Branch,4,41.88,0,167.52,167.52,94.72,72.8,Overdue
T104155,2023-09-04,C1000,P107,BR-North,Direct Sales,2,99.09,0,198.18,198.18,190.42,7.76,Paid
T104156,2023-09-04,C1110,P100,BR-Central,Branch,1,193.52,0,193.52,193.52,109.3,84.22,Pending
T104157,2023-09-04,C1020,P120,BR-North,Online,5,69.8,5,349.0,331.55,244.8,86.75,Paid
T104158,2023-09-04,C1032,P114,BR-South,Partner,4,300.28,0,1201.12,1201.12,1004.2,196.92,Paid
T104159,2023-09-04,C1071,P129,BR-North,Branch,2,32.16,0,64.32,64.32,48.4,15.92,Paid
T104160,2023-09-04,C1012,P111,BR-North,Online,1,153.15,0,153.15,153.15,113.35,39.8,Paid
T104161,2023-09-04,C1065,P116,BR-North,Direct Sales,3,41.88,0,125.64,125.64,71.04,54.6,Paid
T104162,2023-09-04,C1020,P119,BR-North,Branch,1,345.27,30,345.27,241.69,247.89,-6.2,Pending
T104163,2023-09-04,C1006,P116,BR-East,Online,1,41.88,0,41.88,41.88,23.68,18.2,Overdue
T104164,2023-09-04,C1100,P125,BR-North,Dealer,1,485.1,10,485.1,436.59,299.53,137.06,Paid
T104165,2023-09-04,C1011,P128,BR-East,Online,1,53.36,0,53.36,53.36,42.22,11.14,Paid
T104166,2023-09-05,C1036,P105,BR-West,Online,1,20.09,0,20.09,20.09,11.23,8.86,Paid
